Indicator,Taxonomic Level,"Matching EFG, Biome","Matching EFG, Biome (full name)",Notes,Ecoregions,pallete,Reference,Region
Apeiba aspera,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Apeiba tibourbou,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Ardisia cutteri,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Aspidosperma megalocarpon,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Brosimum utile,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Carapa guianensis,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Caryocar costaricense,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Heisteria longipes,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Huberodendron patinoi,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Iriartea deltoidea,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Iriartea gigantea,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Manilkara zapota,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Minquartia guianensis,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Parkia pendula,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Peltogyne purpurea,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Poulsenia armata,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Protium copal,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Qualea paraensis,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Scheelea rostrata,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Schizolobium parahyba,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Socratea exorrhiza,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Sorocea pubivena,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Symphonia globulifera,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Talisia nervosa,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Terminalia lucida,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Tetragastris panamensis,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Vantanea barbourii,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Vatairea lundellii,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Welfia georgii,Species,T1.1,Tropical/Subtropical lowland rainforests,Most likely T1.1,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Alseis yucatanensis,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Ampelocera hottlei,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Aspidosperma cruenta,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Astronium graveolens,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Orbignya cohune,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Attalea cohune,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Bernoullia flammea,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Brosimum alicastrum,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Bursera simaruba,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Calophyllum antillanum,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Calophyllum brasiliense,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Clusia salvinii,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Cordia dodecandra,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Cupania belicensis,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Cupania prisca,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Crysophila stauracantha,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Chione chiapasensis,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Dendropanax arboreus,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Drypetes laterifolia,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Drypetes brownei,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Eugenia capuli,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Hirtella triandra,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Hirtella americana,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Laetia thamnia,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Lonchocarpus castilloi,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Manilkara chicle,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Matayba apetala,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Matayba oppositifolia,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Metopium brownei,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Omphalea oleifera,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Pouteria amygdalina,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Pouteria campechiana,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Pouteria reticulata,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Protium copal,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Pseudobombax ellipticum,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Pseudolmedia spuria,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Sabal mauritiiformis,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Schizolobium parahyba,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Sebastiana longicuspis,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Simira salvadorensis,Species,T1.1,Tropical/Subtropical lowland rainforests,Still likely part of T1.1 but lots of semi evergreens could be T1.2?,,#32A06B,https://explorer.natureserve.org/Search,Central American Countries
Blechnum,Genus,T1.3,Tropical/Subtropical montane rainforests,T1.3 typical plants,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Piper,Genus,T1,Tropical-subtropical forests,T1.3 typical plants,,#008452,https://explorer.natureserve.org/Search,Central American Countries
Chusquea,Genus,T1.3,Tropical/Subtropical montane rainforests,T1.3 typical plants,,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Ocotea,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Nectandra,Genus,"T1.3, T2.4",Tropical/Subtropical montane rainforests or Laureal Forests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Alfaroa,Genus,"T1.3, T2.4",Tropical/Subtropical montane rainforests or Laureal Forests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Billia,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Guarea,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Hyeronima,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Phoebe,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Sapium,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Tovomitopsis,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Chamaedorea,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Geonoma,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Podocarpus,Genus,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
Styrax pentlandianus,Species,T1.3,Tropical/Subtropical montane rainforests,"Oak forests from 2000m, above 2000m oak codominent with Laureaceous genus and lower montane genera higher up at 3000m)   (T1.3 and T2.4 typical species for this type)",,#6FD9A1,https://explorer.natureserve.org/Search,Central American Countries
